task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
bernoulli_glm_raw,10⁵,3,SNLE,0.9842,0.70815814,3.3166248999999994,,176.41082356770832,11.946279697393575,748316ea-7970-4efb-8f8b-80048d8701b2
sir,10⁵,8,NRE,0.60695,0.0059002640000000005,22.825424,,88.3611083984375,15.839349269374068,14aa93f2-6b9c-4176-b31d-f26a90435c0a
slcp,10³,1,NLE,0.9661,0.03894961,18.827385,,6.414234415690104,32.44378798453401,fdd2b831-96de-43e0-801f-8c240cf241b8
gaussian_linear,10³,4,NLE,0.76475,0.074784875,1.6669848000000005,,10.426962280273438,12.702472557247471,8f1d69c6-689a-4156-bfb8-475cd492e3ae
bernoulli_glm,10⁵,4,REJ-ABC,0.9252,0.121978045,14.845686,,0.32000026702880857,10.53233711627206,95036946-4bb6-40bb-b83f-8dd348a4ef03
gaussian_mixture,10⁴,3,NPE,0.6395,-0.00029540062000000004,0.8789065999999999,-0.1621565818786621,3.7551409403483067,12.350153638667354,5dfed85d-4e8b-4674-b093-4143b0ec5440
gaussian_mixture,10⁵,1,SMC-ABC,0.66025,0.0073958635,0.4106769,,0.16603832244873046,10.328792738219594,8a5b24bf-effb-4e8c-a4bb-e1acc17cfa9b
slcp,10⁴,5,NLE,0.7715,0.065454364,23.808235,,17.358270263671876,12.92262624603558,8304d96d-5520-4794-9252-acaa8d2c177e
gaussian_linear,10⁴,9,NLE,0.54005,0.0051568747,1.4451833,,13.170587158203125,9.969507709883477,37ff8704-6d9f-4875-a78b-c30c6fad642c
two_moons,10⁴,4,NPE,0.67445,0.0013369322,0.10051535,-3.1515293121337886,3.207623291015625,inf,218cb2a5-1101-4f82-8ec3-8a861c8e35e9
two_moons,10⁵,8,SNPE,0.52595,-0.0039002895,0.089946695,,416.1412109375,inf,10625b51-aa9c-4893-a4c4-c378c4af35c3
slcp,10⁵,6,NRE,0.8537,0.037953258,11.917915,,143.37138671875,26.963120872341598,49847ee4-3df7-4b2f-a28f-80609856690a
gaussian_mixture,10³,10,NRE,0.8855,0.369789,1.0544322,,1.3544181823730468,9.41490349120927,d04ed5a1-9b43-4a26-b89b-30d59547c0e2
bernoulli_glm,10⁴,7,REJ-ABC,0.98215,0.35543063,21.76192,,0.05196770429611206,9.613001820167007,7352f572-da5e-4db1-907c-c64f6a9e1003
gaussian_mixture,10³,7,NRE,0.7896,0.01775539,0.94766736,,1.4713362375895185,11.140733030835607,584b9640-b053-47f3-835c-0ebb911a0f93
bernoulli_glm_raw,10⁴,1,NPE,0.77265,0.11699641,3.8729835,9.90085506439209,4.407127888997397,11.219482349532258,ace37b89-d5d4-4f92-a98b-ccc1193406eb
two_moons,10³,9,SNLE,0.6276,0.0007694959599999999,0.09586185,,6.4481241861979175,inf,601ab326-ea63-430f-9cea-32559f97377a
two_moons,10⁵,9,NPE,0.54205,-0.0009949803,0.09010105,-4.364116191864014,34.749430338541664,inf,c83ce12b-2ffb-462a-98fb-617fa92a1bbc
gaussian_linear_uniform,10⁵,7,SMC-ABC,0.78705,0.047487378,1.6284076,,0.16886078516642253,5.575113792250076,71b3668f-9598-4db2-b855-14db946ccd7e
gaussian_mixture,10³,10,SNLE,0.73355,0.012787461000000002,1.0018716,,7.473051452636719,9.158431203766753,bf5c020c-a2b8-4677-a043-724a4225e8d5
gaussian_linear_uniform,10³,1,SNPE,0.6061,0.0056676865000000005,1.38801,,3.848999786376953,4.8920898678940405,449173f3-a482-4bac-a1e0-186e82340483
bernoulli_glm,10⁴,4,NPE,0.68325,0.10545468,11.046687,5.0443992614746085,9.336929321289062,11.942307795700753,174c3703-b4f9-4ef6-af5b-99a9187b7f25
bernoulli_glm,10³,9,REJ-ABC,0.99605,0.45413095,27.358093,,0.025990196069081626,10.11493051819446,10d29e2d-34f0-4ad2-b196-15a0cf06a651
gaussian_linear_uniform,10⁵,6,NRE,0.5972,0.010087609,1.3845128999999998,,114.89059244791666,5.516979209995795,36c550e3-7ee5-4522-b751-91cd0d5adb45
two_moons,10⁵,3,SMC-ABC,0.66505,0.00016915797999999998,0.091118276,,0.12037460803985595,inf,2cc145e1-700c-4ad0-9306-06347095292b
gaussian_mixture,10⁴,6,NRE,0.7278,0.012752295,1.0816723999999998,,1.9147933959960937,9.407691746400706,d5bc2993-a272-4360-ab80-9edf77f101d3
gaussian_linear_uniform,10⁵,4,SNPE,0.50925,0.00056540966,1.362895,,394.55458984375,3.6329693607976115,233d2399-450b-48b8-97aa-dc7264dcf21f
slcp,10⁵,8,REJ-ABC,0.98305,0.09118998,24.446117,,0.02595832347869873,36.76866702396971,453b2cac-f74d-4fbc-bc44-8c09d4c5a2c9
sir,10³,9,REJ-ABC,0.9901,0.56576085,101.99019,,0.4401847839355469,18.493490439423798,af562d71-2d4b-45af-865c-7e5d0ec89595
slcp,10⁵,7,SNPE,0.7267,0.0025589466,29.42411,,837.4341145833333,25.29783253700092,dab0e913-e71c-4125-b265-e9c940d376d4
slcp,10³,6,NRE,0.9615,0.056146383,10.6867895,,2.7886235555013017,36.583300778844304,c30f4592-e2b0-46f5-920d-cee82e8b415e
two_moons,10³,1,SNLE,0.5693,0.008121133,0.09418543,,6.753680419921875,inf,fccf6a9c-3189-4a75-9899-ca118bd9a45e
bernoulli_glm_raw,10⁴,1,SNLE,0.99235,0.750008,3.1622777,,46.40595296223958,12.19459816475039,28ad2ff1-24c8-474b-98e3-67c1a37003fd
bernoulli_glm,10³,6,SNPE,0.6944,0.025597334,14.151357999999998,,4.475727335611979,12.000025366556626,58df911d-2bfd-4b21-9b94-25ba5414dcd8
bernoulli_glm_raw,10⁴,6,REJ-ABC,0.98685,0.4637242,5.0990195,,0.05812616348266601,9.356624304210873,c07bb201-3b70-4a7a-bde6-8e8583b66735
lotka_volterra,10⁵,2,SNPE,0.9905,0.75206685,30.663094,,,22.202339769489612,d504fd6e-0c88-4faa-af86-9fe45c8113ad
sir,10³,5,SNPE,0.54525,0.0035077333,24.207438,,3.353575897216797,13.719636084976495,0cf34fcc-3f1d-429e-8a4e-9c6b9b944c64
bernoulli_glm_raw,10⁴,4,SNRE,0.6175,0.0073131323,3.4641016,,15.53479512532552,11.871524935818465,a0f6d271-8655-41d2-8222-f8ad5cdef25a
slcp_distractors,10⁴,8,NLE,0.98885,0.20430756,427.64618,,13.603338623046875,,5b84c094-f2f2-48ee-b2b6-8c7bf9735ceb
gaussian_linear,10⁴,10,NRE,0.5741,0.011191368,1.5715888,,5.595776875813801,10.771275492945358,26f53402-fe37-4a33-b9cd-0e42dcb9ef7a
slcp_distractors,10³,9,SNPE,0.9664,0.11395311,712.5897,,2.2621836344401043,,b09bbbe3-bc02-453d-badd-78e9113f7e5a
gaussian_linear,10³,8,NRE,0.7105,0.057673335,1.7068281000000003,,5.738578287760418,12.375765039101331,d4d7a6e0-1da4-4907-8bbf-239a94e6deba
two_moons,10³,10,SNLE,0.6955,0.000310421,0.09478433,,6.782999674479168,,59545bed-8894-4b89-8ead-88f26f7c353a
slcp,10⁵,5,SMC-ABC,0.9431,0.043640852,20.971695,,0.12724131743113198,37.573558116953,46ca37a3-6c45-449b-91e6-cb3a02a3d557
slcp,10⁵,9,SNLE,0.55835,0.0008437633500000001,9.489386,,71.31905924479166,9.148935283174607,78434ce5-ad9d-48a5-bc83-fa9f24447e27
gaussian_linear_uniform,10³,2,NLE,0.6977,0.032805204,1.5795159,,10.908223470052086,6.443337189525253,61648d80-65be-47b1-a0f6-2a82f3497bb4
bernoulli_glm_raw,10³,2,NPE,0.87495,0.1359545,4.690416,11.209708213806152,0.2803378740946452,10.738801976067233,33ac03d7-0969-451b-a63b-075a56448a78
gaussian_mixture,10⁵,10,NPE,0.5754,0.006712556,0.8404912,2.835515260696411,14.909791056315106,9.083529545670528,e483cfaa-00e0-45db-8cb7-bb0ef0ad8124
gaussian_linear,10⁵,4,SNPE,0.506,0.0009161234,1.5325072,,406.51806640625,8.26610317509594,bbdbc209-a014-4150-9a10-896f5e1189dc
gaussian_mixture,10⁵,6,SNPE,0.52305,-0.0023036003,1.1320205,,259.4707356770833,8.86972169072276,2acb86f4-54fd-48d7-9763-45f3ff404b50
gaussian_mixture,10⁵,5,SNPE,0.5235,-0.0017086267000000002,0.86903745,,368.68466796875,8.835498111462954,845f492a-8cd1-4e90-b464-5a68475f53b7
lotka_volterra,10⁴,6,NRE,0.99905,0.552508,59.24254200000001,,4.5961146036783855,23.201231956882538,6cd2451b-a1db-4e2d-81fa-8f069b6f9b37
slcp,10⁵,10,SNLE,0.55275,0.0057011843,2.276982,,72.11339518229167,8.324829468432377,e69fe81e-76c0-4f78-8cbd-ab2971870e26
gaussian_linear_uniform,10⁴,1,NLE,0.54025,0.0048818590000000005,1.3844208,,14.509098307291667,4.606788575688717,8b1f371e-2d9c-498d-a63e-5655349cb8e1
gaussian_mixture,10⁴,2,REJ-ABC,0.76085,0.12039459,1.397841,,0.017534240086873373,8.047116919532089,7ef9cfc4-ae2b-4e06-930c-5bf870799bc9
slcp,10³,3,SNPE,0.96345,0.23376155,23.342236,,62.74785563151042,39.354910095812905,bb3e7743-4179-48f1-af1b-36422710cd28
sir,10⁴,8,NLE,0.7051,0.04004544,27.193748,,10.07294921875,17.04736989112668,cf897ec9-16f0-498a-a04f-fdfc05c53201
gaussian_linear_uniform,10⁵,6,NPE,0.5091,0.00082826614,1.3143055,-1.180458664894104,30.5117919921875,3.5694599332708115,1ffd0094-d28b-489e-9df4-9b4f287cdf6f
gaussian_mixture,10⁵,6,SMC-ABC,0.64475,0.0024322271,0.72881055,,0.12331034342447915,8.709086393509647,1cbe7202-106f-46dc-8721-8e372143a9bb
two_moons,10³,10,NLE,0.81055,0.006636858000000001,0.11269875,,2.9533053080240887,inf,df225b05-b300-411b-8675-f67ec8d7e598
slcp,10⁵,1,SMC-ABC,0.9777,0.11167216,18.629913,,0.15327690442403158,35.04306906533168,b6d5ba8c-db9d-44c7-a37e-4be8242f9dce
gaussian_linear,10⁴,7,NPE,0.5339,0.0014708042,1.3748899,-0.3231344223022461,3.2660390218098962,8.541617865675315,af31c346-2b50-481b-b6e0-b6e91248bd2f
gaussian_linear_uniform,10⁵,7,REJ-ABC,0.8691,0.08276093,1.7455575,,0.021130192279815677,5.477043007445696,cb6d5f23-5e61-4c83-b94c-4952bf5f3c45
slcp,10³,2,SNLE,0.9372,0.19459152,20.769108,,14.737124633789062,37.534639259937244,914dfa15-0d5a-4134-9dc6-97727c14b812
slcp,10⁴,2,NRE,0.93955,0.071952105,23.78337,,4.0435328165690105,35.54856315291614,8f253c8b-fd74-4a3d-b53e-6558b6b3f40e
gaussian_linear_uniform,10³,5,NRE,0.70455,0.017130256,1.4560089,,5.240609232584635,5.819815743325776,b2b7cd5a-a0a4-46c1-ba09-b589011c3e4c
gaussian_linear,10⁵,6,NRE,0.52555,0.0014033318,1.2996601,,51.54850260416666,8.523181962872535,a15251c5-3661-41e3-8e8b-c4c498af06f0
slcp,10³,4,NPE,0.98535,0.24749494,8.564388000000001,8.242863655090332,0.25238329569498696,34.99956399925963,5537a70c-4bf4-4a99-ab3c-d458bb817a42
gaussian_linear,10⁴,10,SNRE,0.53865,0.0040665865,1.5027397,,14.557254028320312,9.723195794306537,c9671d7e-fb59-40aa-98bf-c8e96171d8a7
bernoulli_glm_raw,10⁴,4,NPE,0.72655,0.14069498,3.7416575,8.066044807434082,3.93152592976888,12.260836219027793,8b7eb385-9969-4e45-a662-5e1794b37abf
gaussian_linear,10⁵,7,NLE,0.5109,0.00013542175,1.3575037,,25.25820109049479,6.735854952051996,ed4aa638-2875-459a-bd14-ba903d625493
gaussian_linear_uniform,10⁴,3,SMC-ABC,0.96815,0.23885858,1.6950579,,0.04447775681813558,9.510150402528906,913e5173-621a-4ea4-a743-47adb870ea77
gaussian_linear,10³,7,REJ-ABC,0.90745,0.105644226,1.7398331000000002,,0.01936484177907308,12.623626390743713,a2f409a1-5d67-4635-ac13-86587e2cddf5
slcp,10³,9,SNRE,0.95835,0.11607635,8.319405999999999,,7.895078531901041,35.04383492089059,b49b560f-af6f-46a3-920b-a5938f12fc3e
lotka_volterra,10⁵,9,SNRE,0.7643,0.112819195,30.153408,,,17.989680142629737,fc0eb022-bcdf-4ba4-9e32-70e3ebcdc1dd
lotka_volterra,10³,3,NLE,0.9817,0.32742718,22.609224,,,22.27917351279704,3b01e38e-7c11-4bab-a548-890aceefd9e2
bernoulli_glm_raw,10⁵,4,SNPE,0.5398,0.010408521,3.4641016,,1035.8658854166667,12.137849477745315,2acb2c6a-3fcd-428c-aa59-fbba6fc9a543
bernoulli_glm_raw,10⁴,10,SNLE,0.97365,0.31351447,5.196152,,47.16653645833333,12.834989177554915,e67b33db-fb7f-4320-be4b-eac79f186892
slcp,10³,10,SNLE,0.89855,0.029152274,1.8530085,,14.09910685221354,30.180636350517478,e8c06bfe-28d9-4cbf-a9c3-73812929567e
gaussian_linear_uniform,10⁴,8,SNRE,0.61365,0.011125565,1.4018064,,15.775243123372395,5.117299319815581,374fa191-97c6-4700-9b89-9f9a7d221745
bernoulli_glm,10³,2,SNPE,0.97895,1.2069048,45.28338,,7.640016682942709,14.988631191007403,fe01bbb6-908e-41c8-8e25-45e07ea615e0
sir,10⁴,3,SMC-ABC,0.57335,0.006164551,19.339079,,0.8868904113769531,13.450311529884535,6a21c0af-a5a7-4381-a5bd-38e15dbf0207
slcp_distractors,10³,2,NRE,0.98245,0.1942172,381.52484,,2.91580556233724,,dace7eb7-f623-4739-8e7f-5cb6b69d2e53
sir,10³,4,SNPE,0.6478,0.06883639,25.53429,,2.4910013834635416,15.303684608689911,f59c62ff-edb9-4233-895a-96b7f1402d3a
two_moons,10³,7,SNLE,0.6801,0.0042840242,0.096067265,,7.1938232421875,inf,c1031694-4c33-465c-88fb-a0a21ef85475
gaussian_mixture,10³,4,REJ-ABC,0.84755,0.41969928,2.7125025000000003,,0.02163499593734741,10.999480914808316,51a5165b-d1ef-44f8-8842-6c6e7f81ab47
lotka_volterra,10³,4,SNLE,0.96445,0.23081791,209.93459,,13.9361572265625,22.99740392342493,3a2ee726-a545-411c-80ef-53c76affcbfb
bernoulli_glm_raw,10⁵,6,REJ-ABC,0.98365,0.45408428,5.0,,0.3436483065287272,9.608428268585,c0e16e84-a240-4510-8766-eaf6184e94de
bernoulli_glm,10³,10,SNRE,0.6327,0.014823914,14.410894,,11.562886555989586,12.283731082318303,930b1db3-46ed-442b-aca8-61aefd90bf2a
gaussian_mixture,10³,1,REJ-ABC,0.9015,0.502423,3.5682795,,0.0171126921971639,11.634786219861867,16b039ec-bcec-482f-a67d-d78a0d05a3e3
slcp_distractors,10⁴,3,NRE,0.94505,0.08012617,384.8927,,4.354834493001302,,f6e973c7-44f6-49f9-99ef-5d10f6faa3bc
gaussian_linear,10³,5,SNRE,0.6296,0.00988996,1.2431056,,11.06251424153646,10.62136822289974,1749ce65-e689-443a-8b7e-0e771710d9bf
gaussian_linear_uniform,10³,7,SNRE,0.68105,0.018428087,1.3264006000000002,,12.85227762858073,6.921213864548494,3340b19b-d771-4885-8c13-2f995b0bb77d
bernoulli_glm,10⁵,2,NLE,0.53035,0.005900025400000001,11.455746,,38.23406168619792,11.923330949298062,d20e3820-e415-4fb3-845f-818bab4b5125
two_moons,10³,4,NRE,0.8207,0.0007809400599999999,0.0986954,,1.175446192423503,inf,2bf62dab-415c-4700-97b9-e3e5e776f2a4
sir,10⁵,1,SNRE,0.52765,0.001385808,16.062378,,101.4382568359375,10.708670462359828,a049e174-5b6e-427a-be8e-8d9c235ba5d2
two_moons,10⁵,3,REJ-ABC,0.67525,0.0034954548,0.094247684,,0.025012111663818358,inf,a8aff1b5-8498-4c65-9d0e-5d643e55342d
bernoulli_glm,10⁴,2,NRE,0.6775,0.030944109,12.99505,,6.460868835449219,11.373692316758788,925d8358-3ab5-4531-94d3-79e37c5a1a4c
gaussian_linear_uniform,10⁵,9,SNLE,0.509,0.0002516508,1.2928058999999998,,86.67066243489582,3.4742086574260767,51b87f94-4fe5-4013-95fc-d9ddb383e491
slcp_distractors,10³,5,SNPE,0.97925,0.18597972,896.8630400000002,,2.19199956258138,,c98cb862-f4f8-4283-adfe-2784191063c9
slcp_distractors,10⁵,3,SNLE,0.92725,0.19538331,388.6772,,223.000537109375,,b31db2ba-0fc6-4f9f-a447-5ddca46285fa
two_moons,10⁴,10,SMC-ABC,0.6559999999999999,0.00823009,0.090232596,,0.03907634814580282,inf,34ebe071-916a-4a74-9e67-f712ec9065ba
slcp,10⁴,5,SNRE,0.91345,0.053613185999999986,23.222605,,9.535133870442708,37.66938242221922,d0124cc7-11dd-4b9b-b45b-8bd10749f8fe
gaussian_mixture,10⁵,2,SMC-ABC,0.66395,0.006888747,1.1228883,,0.12200441360473632,8.785787180024851,10b818b7-a5f6-4329-b94c-db63596b2766
sir,10³,7,SNPE,0.6173,0.027589917,22.38303,,3.0626800537109373,15.968589916649362,ec5815df-c3f1-4058-8533-ee89f7d65262
bernoulli_glm,10⁴,8,SNLE,0.56105,0.011028886000000002,9.638645,,28.634039306640624,11.83004572559385,f8fc7c9a-6b2f-4e5d-b632-0995a8e92431
slcp_distractors,10⁴,1,NRE,0.9882,0.17469811,895.0095,,4.9733734130859375,,b84684e0-e893-4681-b572-34990514be1b
gaussian_linear,10³,5,NPE,0.6623,0.035889267999999995,1.4909883,-0.6639871597290039,0.269455369313558,11.668015160926672,e39f7df7-50a9-47a2-9983-3228b69e6c30
gaussian_linear,10³,4,SNLE,0.69535,0.029047966,1.547383,,23.58363037109375,11.758527955595216,f8729490-78df-4a22-b532-c355911048f9
slcp_distractors,10⁵,8,SNRE,0.7739,-2.5987625e-05,426.36063,,206.55349934895835,,04cef92a-1496-4798-a2ba-3f9677625697
sir,10³,10,SNLE,0.8795,0.3996752,43.852024,,8.441856384277344,15.308873649911346,9987739e-0d3b-40f3-9ee3-0a1e1ee46fe1
gaussian_linear,10⁴,2,NRE,0.5551,0.008496761,1.4478714,,5.690947469075521,10.475069629428424,d9e815d1-7133-44b6-91d2-9102d35b31d7
gaussian_linear,10³,8,SNLE,0.64065,0.0080035925,1.5207939,,23.989056396484376,10.55060362173753,295bb39d-9d99-4798-af21-e67ac267a102
bernoulli_glm,10³,3,NLE,0.8001,0.14683545,11.932001,,10.67046407063802,12.587604456861405,abfd52f8-0057-47ac-ba0e-81eec2fc4f4d
gaussian_linear,10⁴,4,NPE,0.59175,0.0055989027,1.5778322,1.1644058227539062,3.1367594401041665,10.119885765118589,40dc79c7-1335-4d83-a455-02a345fa37bf
gaussian_linear,10⁴,4,REJ-ABC,0.9138,0.14059556,2.0065355,,0.020145813624064132,13.06877224500798,b63d708f-09a8-4b2d-8b73-a9b7ee384cec
sir,10³,6,SNRE,0.5867,0.011651754,22.605309,,3.3942291259765627,14.933385785839482,8c398235-148d-492f-a2a3-56b72903813a
bernoulli_glm,10³,5,NLE,0.7298,0.051101446,17.946762,,12.280518595377606,11.72378264701695,29e688ae-ee7c-44f3-b069-3ceb7fd8b32d
slcp,10³,10,NLE,0.93395,0.055809617,2.4498477000000003,,6.33250732421875,31.294027402746547,611daa9f-aff3-4dc0-9e48-35aaffbe1407
sir,10³,6,SNPE,0.6169,0.02560842,26.172504,,2.775208282470703,15.57152211687268,ca6265a6-1ae3-4221-9ec5-81b1224f24a4
slcp,10⁴,10,NRE,0.92585,0.15104705,3.0340416,,4.364862060546875,30.80647156040638,d179aa45-c78d-4857-9707-6fe3da273d10
bernoulli_glm_raw,10⁴,6,SNRE,0.70395,0.052020192,5.0,,16.37298583984375,11.438609271139876,6ea23dcc-f874-4a00-ab44-937543b6e54e
gaussian_linear_uniform,10³,5,SNRE,0.6594,0.01068306,1.2995396,,12.944142659505207,6.53723029304856,3eaf518f-333d-41d0-8166-bc3072c7a2c7
lotka_volterra,10³,3,SMC-ABC,0.9997,0.55233014,,,0.492321523030599,,942413a5-1e08-43d2-b691-1eb3d7073403
sir,10⁵,6,NLE,0.6235,0.019371033,25.47548,,47.55647786458334,16.161330603951345,cbbe8715-1ab0-49cc-ae3a-e01aed0c0efd
gaussian_mixture,10⁴,1,NPE,0.6644,0.012948513,0.29562253,-2.3749454021453857,3.174888610839844,12.231282100144448,bc4738ed-c94b-4573-ac89-b37e2af1b401
two_moons,10⁵,10,SMC-ABC,0.6015,0.00027239322999999995,0.090223484,,0.1248146375020345,inf,512c5a19-da17-4e7c-b4e3-c3f94924ffa5
sir,10⁵,4,SNRE,0.5329,0.0014785528,25.436195,,99.14593098958332,13.11098140784534,2957d91a-f8c4-4a55-a5f4-1c6554091ab2
two_moons,10⁴,7,SNRE,0.58005,-0.0019677877,0.087596744,,5.054414876302084,inf,e00fc2bd-75f7-4a6c-bd36-efdd089ecfd2
gaussian_linear_uniform,10⁴,9,SNPE,0.5212,0.0019180775,1.3159857,,22.405291748046874,3.820834414196365,7fd790ca-b663-4bf6-9012-7357b75eb73c
lotka_volterra,10⁴,5,SNPE,0.95665,0.32052156,22.56242,,36.93572998046875,22.43326204280462,ab5ad038-89de-4b2b-b098-2080616c9111
sir,10⁴,6,SMC-ABC,0.6171,0.015496612,24.083189,,0.8875331242879232,16.033365851009354,0a2fd96d-ad51-421a-a4b9-f9ab1fc4bbef
bernoulli_glm,10³,4,NRE,0.90655,0.31634235,15.030037,,4.987112426757814,9.834452055140703,60140a33-9a40-4e42-abf8-dfa6e2a02b3c
slcp,10⁵,7,NPE,0.87025,0.00791204,29.433418,6.864865303039551,79.81713053385417,25.068773834569093,4b9b4de0-0e46-44bb-ba89-fcc686fd9ad8
gaussian_mixture,10⁴,5,NPE,0.6785,0.015302062,0.8713386999999999,1.8874067068099976,3.580816650390625,10.50868182209328,94439960-3a49-4188-baf7-4b7f8d2b4da9
gaussian_linear_uniform,10³,9,NLE,0.79845,0.12509084,1.656075,,10.990530395507813,7.1022441791869495,36c804ea-8b21-4913-8593-74b468e070e4
gaussian_mixture,10⁴,8,NPE,0.69895,0.045954525,1.131935,-0.4722873270511627,5.7418212890625,8.562238542995644,22813d02-4b56-4607-980a-fe9afcd0adef
bernoulli_glm,10³,2,SNLE,0.66675,0.09210193,11.543003,,24.17216593424479,11.801911212268555,e04fab2b-5e9b-457f-9294-160d830f497c
sir,10³,9,SNPE,0.59825,0.02097243,29.427877,,2.810437520345052,14.928162658931468,d98c75c9-0674-4d44-a6f5-793a8355ce61
slcp,10⁵,5,SNPE,0.7088,0.00018167496,22.950085,,585.1010416666667,27.81566189790613,0f6c1808-cfd0-445a-8909-e560d5531296
slcp_distractors,10⁵,2,SNLE,0.9449,0.19036567,379.76758,,231.94147135416668,,c00da5c2-daae-404d-ba84-0c2019ccfba9
two_moons,10⁴,8,SNRE,0.58125,-0.0021783113,0.08653553,,5.729649353027344,inf,b51459a4-94b3-41ca-b70c-9c750f1af8c6
two_moons,10³,7,NRE,0.82815,0.006929755,0.10007065,,1.1989537556966146,,02998250-5b16-430e-b5f0-f905f723e8b4
slcp_distractors,10³,2,NLE,0.9819,0.2180984,380.79263,,11.25280049641927,,e9e4d806-f1b1-4953-b198-ce892b118930
two_moons,10⁵,3,SNLE,0.53315,-0.007593751,0.08949116,,39.8034912109375,inf,d68116e9-b951-4d9e-9389-dbf290d8e0db
slcp,10⁵,3,NLE,0.66135,0.0016789435999999998,26.623524,,36.36958821614584,13.5126810874033,65cc63ad-168f-4830-83d2-9cae52c937c8
two_moons,10⁵,6,SMC-ABC,0.68855,8.249283000000001e-05,0.093187585,,0.112765105565389,inf,5ec29c6f-e9ce-40ef-8501-3c34d19377ea
sir,10⁵,1,NLE,0.68355,0.10506356,18.627935,,43.73837890625,15.679721145378402,71061e12-b27b-4ee6-8e89-91a8d0e70b11
gaussian_linear,10⁵,5,SMC-ABC,0.66665,0.01848805,1.4491768,,0.08639363447825114,10.637954827543961,d58005eb-55c2-4345-b6ed-5f5c82136f3e
bernoulli_glm_raw,10³,4,SMC-ABC,0.98745,0.37908515,4.582576,,0.02505637009938558,11.216962802871224,92452a23-60a3-47f1-8dcc-72759dafe9c3
two_moons,10⁵,2,NLE,0.5898,0.014284015,0.09015655,,13.01824239095052,inf,033c20a1-fd1a-4f5f-ac11-709a10651aae
bernoulli_glm,10³,2,NLE,0.7635,0.09160501,13.946976,,10.510359700520834,11.308256208128267,8b423ad7-9798-479a-ab41-3979c6334ef9
sir,10⁴,4,NLE,0.72005,0.10154116,33.24154,,12.120327758789065,15.917101603223458,a4a73de8-18a3-4c42-b6d8-dae3a11f1d26
gaussian_linear_uniform,10⁵,1,NPE,0.502,0.00082695484,1.3333714,1.2977124452590942,30.08147176106771,3.5371081496599817,7238cf16-8623-4b7e-8896-05a5b3abd056
two_moons,10⁵,4,SNPE,0.5628,-0.0008163452000000001,0.09243351,,417.64827473958326,inf,581f619a-a312-4f2b-a1cc-afca9354ce3a
gaussian_linear_uniform,10⁵,2,REJ-ABC,0.93035,0.13906413,1.9919167,,0.02080760399500529,5.1760644747021916,c25899b8-0c13-4edc-8344-f75bce1e0013
gaussian_mixture,10⁵,3,NPE,0.5544,0.0012819767,0.74428755,0.6311081051826477,19.530765787760416,9.785540434668997,12673660-bf19-46b8-94aa-0f993249c60c
lotka_volterra,10⁵,8,REJ-ABC,0.99525,0.55241895,30.248379,,8.784394327799479,19.512537934901943,657a1027-41a8-4b8e-9314-c13940a3ff8b
slcp,10⁴,5,SNLE,0.6739,0.024014473,24.25774,,18.24183959960937,10.792255647576258,a6258854-ac81-4511-bb09-f697dbc5f268
bernoulli_glm_raw,10⁴,10,SMC-ABC,0.9962,0.51684433,5.656854,,0.06400515635808307,10.081506533176704,471d7826-fdd3-4989-9ba1-c54fc72da82f
bernoulli_glm,10⁵,6,SNPE,0.52675,0.0033798218,13.38986,,704.1659505208332,11.913789069045295,3ab30bf7-c3ce-43c4-8ca0-4e59d8f538c1
gaussian_mixture,10³,2,SNRE,0.73195,0.00810039,0.73021674,,2.992104085286458,9.14744668402519,46a7ed06-d1d2-4f57-a9c0-668652ebe1fb
slcp_distractors,10⁵,5,NRE,0.9149,0.057897687,895.87683,,159.15857747395833,,8d1d8a7f-af6c-41e3-9267-cb77fa438ad3
bernoulli_glm,10⁴,10,REJ-ABC,0.98755,0.40326136,27.073006,,0.05172425905863444,9.645558502946047,c127d305-7746-4e17-8bb9-3a8845d6c132
bernoulli_glm,10⁵,8,SNLE,0.52375,0.008875847,9.786364,,99.5410400390625,11.596882302433624,0676fd36-0b5b-4bf0-b0a1-e3b3a1d13848
slcp_distractors,10⁴,4,SNLE,0.99155,0.9233429,571.6449,,35.27214762369792,,3a17ecfd-2f88-4e2e-bd84-d3b9c0352689
slcp_distractors,10⁴,5,SNRE,0.95835,0.06792402,897.2661,,9.870167032877603,,ce2eac69-786d-4989-8395-cad654b44dd6
gaussian_mixture,10³,6,REJ-ABC,0.8538,0.42811322,2.8716683,,0.01979328791300456,10.583080994761248,95c28599-3a44-45dc-ab69-f630e69ad0ca
sir,10³,2,SNPE,0.89635,0.494554,45.93474000000001,,2.828122965494792,15.614369681563765,3e19e75d-fc2a-4163-9bfe-946b4e0853d6
gaussian_linear,10³,9,SNLE,0.597,0.008489847,1.3654826,,23.4095458984375,10.540391920553533,5ee34c74-1f47-480b-8176-81b243c7855d
gaussian_linear_uniform,10⁴,9,REJ-ABC,0.95045,0.22271419,2.05404,,0.018273075421651203,5.174304415203316,e3e32760-91ac-4884-8a88-60f834897cdc
bernoulli_glm_raw,10⁵,6,NPE,0.58655,0.040934682,4.8989797,2.1905994415283203,38.29538981119792,11.982517759629493,bed5e4a6-666e-4089-abae-ebd2aefdfaa1
