task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
two_moons,10⁵,3,NLE,0.636,0.0013843775,0.09413387,,15.207851155598958,inf,59361822-3b48-46dd-9f11-c0ee282cf043
bernoulli_glm,10⁴,3,SNPE,0.64925,0.09008598,11.266511,,45.80857747395833,12.159110432140265,d3063393-41dc-456e-8e76-6bdc06b5383f
bernoulli_glm,10⁴,5,NRE,0.93285,0.3049158,19.941208,,5.869559733072918,10.606100738761938,1471bfc0-33ff-41e2-814f-801689eb75ab
bernoulli_glm_raw,10⁴,4,SNPE,0.7046,0.11484122,3.6055512,,44.6324951171875,12.394180181218095,c9d048ce-81d5-49ac-988c-4e268adf7f87
slcp,10⁵,4,REJ-ABC,0.97915,0.09154487,2.7811694,,0.02445207436879476,32.800472646340296,1d9cd70a-da20-4304-ba10-5223a93d33d7
bernoulli_glm,10⁵,3,NPE,0.5964,0.018678784,10.900623,3.236443519592285,45.1772216796875,11.879862819772965,6568a258-333e-4daf-8ea2-08a5f481fa47
two_moons,10⁴,8,REJ-ABC,0.84875,0.007037401,0.09597115,,0.022666406631469727,,7267011a-194a-45f4-8398-b0508c12dc91
bernoulli_glm,10⁵,5,SNPE,0.52845,0.0037554502,15.60129,,986.1243489583335,12.732385362762965,921b5585-cb29-404e-9353-5ef05b1ce50b
gaussian_linear_uniform,10⁵,5,NPE,0.5124,0.0008575916,1.3109522,-0.5055549144744873,41.73687337239584,3.755070320314709,c00746ad-56cd-476a-8a9e-bddcb55b5a0f
slcp,10³,2,NRE,0.97195,0.07748151,19.516953,,2.8435175577799483,39.29314675574342,4aa05fe7-be76-420e-895c-295dc26ce3b3
lotka_volterra,10⁵,5,NRE,0.9897,0.48511505,28.400686,,103.11033528645834,20.630812991072663,b7b78bfd-049e-410d-ab09-5a6b363fdb46
gaussian_linear,10⁴,10,SNLE,0.5479999999999999,0.0034646988,1.4911597,,27.74944051106771,9.448369619523733,f3ec4b85-248a-40b8-8e2e-f30da255f5f3
gaussian_linear_uniform,10⁵,10,NLE,0.50685,0.00072562695,1.3574777,,20.69769897460937,3.6914866524167835,a07f9d2e-74a7-405e-999e-80ae1e7a1a37
lotka_volterra,10³,8,NPE,0.99745,0.5523531,52.546707,-10.589165687561037,,20.17252613970842,33eeaaee-3958-42ef-bb0a-6f6bab790db4
bernoulli_glm_raw,10⁴,4,NLE,0.97195,0.5669202,3.3166248999999994,,31.60645751953125,12.64600133623394,748e4f7f-c7df-44ed-86ba-e27f6f2cf224
two_moons,10³,3,SNLE,0.63215,-0.009620428,0.091813326,,6.595177205403647,inf,8b14734e-e67f-48e6-94a6-3700e34f3d99
sir,10⁵,7,NRE,0.64635,0.0038409233,22.95648,,109.70723470052084,16.688114623345996,0b3d7014-8e27-4c89-b992-dff3ce1464bf
gaussian_linear_uniform,10³,6,NPE,0.6759999999999999,0.03485155,1.4437811000000005,2.5665876865386963,0.3440835952758789,6.355108724425149,96198472-2ab0-493b-bba3-5dcdaff1d1f3
lotka_volterra,10³,10,NLE,0.9977,0.44109607,46.37037,,6.798075358072918,23.039435145279985,9a8a19de-a2c9-423a-b746-43cd53f736f0
bernoulli_glm,10⁴,9,SNRE,0.60935,0.054599047000000005,10.086592,,15.610794067382812,11.503709932086894,b3aab3a8-b185-48c3-8954-8bb2898f07c7
two_moons,10⁵,1,SNRE,0.55075,0.01302278,0.08708276,,154.11969401041668,inf,fc97f945-4e0d-4363-b05d-9b4cd64470a1
gaussian_linear_uniform,10⁴,3,NRE,0.71385,0.048548162,1.6527616000000005,,6.107167053222656,4.775862804689057,978b89b5-1cdb-436a-8b35-aecc5a311a92
lotka_volterra,10⁴,10,NLE,0.965,0.19249219,30.405716,,16.860216267903645,22.289075111585873,2c14b904-e30c-4e0e-bd98-49ec4e785956
bernoulli_glm_raw,10⁴,7,REJ-ABC,0.99035,0.4695326,5.0,,0.052375030517578115,9.484136200270177,de10b820-0023-4d41-8cac-3575fe79c48e
sir,10⁵,10,SMC-ABC,0.66885,0.0822621,25.039968,,5.0784164428710925,13.906196243075359,96e3d123-161c-474c-a0f7-34b506815436
bernoulli_glm_raw,10⁵,7,SNPE,0.5665,0.014084578,4.7958317,,1008.4897135416667,11.96438686977828,09f5587c-f21e-4042-bf83-72ae2d756563
gaussian_mixture,10⁵,4,SNLE,0.5862,0.0041093826,1.0288863,,44.12973225911458,8.771413305212338,7d93f9cd-e1dd-498f-8abd-0a083e1a2018
lotka_volterra,10⁵,9,NRE,0.99695,0.51626307,70.52505,,,22.218427293480822,3dfae802-056a-4c62-bf05-a5892009551a
slcp,10⁴,7,NRE,0.9649,0.07756162,29.543427,,4.247621409098307,31.11799816355788,ce59c9b1-7d51-4f87-ad30-ccba9ef2a344
slcp,10⁵,1,SNRE,0.79515,0.005027294,19.057074,,154.04189453125,27.958433146846204,7f906305-2e8f-4418-b772-f98cf03d63b4
slcp,10⁵,4,NLE,0.8248,0.027750015,3.2109041,,32.977134195963544,23.620117112907902,cb5cd737-dd1a-428a-bd39-274c6b703043
two_moons,10³,6,SNRE,0.64105,0.026588202,0.087691054,,2.9690948486328126,inf,c3af916b-ff7a-46b4-99d0-22fdfc09984d
two_moons,10⁴,2,NLE,0.6456,0.024364948,0.0941204,,7.357114156087238,,9164ce0c-baf8-4ae3-a3e1-08af5b3a06ba
gaussian_linear,10⁴,9,SNPE,0.5447,0.0037436485,1.3498616,,22.68903605143229,9.703255760741671,db52edf1-4eca-4966-9f89-89b34d14d2bf
bernoulli_glm_raw,10³,6,REJ-ABC,0.99535,0.51357317,5.385164700000002,,0.027089114983876547,9.098809749185472,227ac472-ed16-4ec5-b4db-2a06cf07ca07
bernoulli_glm,10⁴,10,SMC-ABC,0.89895,0.077671885,16.141182,,0.06364794969558715,12.541960568616336,0d293ce3-0b4f-4693-8f88-4f498dc955e6
bernoulli_glm_raw,10³,1,NLE,0.81755,0.05834818,3.6055512,,18.17029622395833,12.069272889047205,8590d470-7752-4e50-bc69-ad57c55deb83
lotka_volterra,10⁵,10,SMC-ABC,0.9979,0.47820538,,,11.56041768391927,,58669b84-6205-48a9-8e28-c05c9a07f278
lotka_volterra,10³,3,SNRE,0.9483,0.36456227,16.077297,,,18.85518497236524,2be2218a-90e7-437f-acc2-0c0d01976302
gaussian_linear_uniform,10⁵,9,SMC-ABC,0.7758,0.037094176,1.5404506000000002,,0.20505228042602536,5.19031547664175,362d831a-9ec1-41c1-bd99-433323e349f0
slcp_distractors,10³,9,NRE,0.9711,0.23949921,711.4442,,2.987653350830078,,6b754583-f694-43ea-809c-7f45ba9bffd5
two_moons,10⁴,6,REJ-ABC,0.8726,0.0042054653,0.09687931,,0.022234650452931718,inf,c1c6ef85-7fc8-4317-8ecd-c82780132b7a
gaussian_linear_uniform,10⁵,3,SNRE,0.5383,0.0027110577,1.4806694,,135.16875,3.763893392541967,b330f41c-d812-462b-bbcc-77c62b9551cb
gaussian_linear,10⁵,3,NRE,0.52255,0.0014320612,1.4149942,,61.13377685546875,8.837629828004912,ca770ca3-332e-4589-9e6b-22742def6d53
gaussian_mixture,10⁴,2,SNLE,0.71555,0.018306136,1.1160133999999995,,9.5991455078125,8.598585879763371,3096528a-aaeb-4824-be11-7930b5bd1c58
bernoulli_glm,10⁴,2,NLE,0.58085,0.009368062,11.673269,,14.766786702473958,11.871487068047823,8905b97e-c1cd-482d-b4db-0000a9073137
sir,10³,7,NLE,0.81745,0.13690883,30.903074,,4.675525919596354,18.106818269366688,f037d412-91a4-481c-9eba-1741799f7677
sir,10⁴,7,REJ-ABC,0.8656,0.23462749,36.884956,,0.8092874526977539,17.424446616139768,003a6ae8-ae1a-4b14-8677-64129cf7d7f1
lotka_volterra,10⁵,1,SNPE,0.9947,0.64460325,206.0748,,,25.40662936003753,223f1876-3613-4190-b375-e4067a7ad7ce
gaussian_linear,10⁴,8,SMC-ABC,0.85875,0.06825065599999999,1.7327773999999998,,0.025954365730285645,12.62942148220187,1133eef3-287e-4230-a331-7f5f22bd83ce
two_moons,10³,7,REJ-ABC,0.95985,0.14285904,0.20333588,,0.02378116448720296,,2a736903-1893-42be-afea-cfc285190e19
sir,10⁴,7,NLE,0.7757,0.12842739,27.910572,,11.46177266438802,18.30206588742891,469c907c-dc79-40c1-9e53-8cca20ff6cc1
bernoulli_glm_raw,10³,1,SNRE,0.78135,0.057330966,3.8729835,,11.754929606119793,10.793127280422704,6fb8141a-3e7c-4294-8f3d-a9d80b620550
bernoulli_glm_raw,10⁵,1,SNPE,0.527,0.0017398595999999998,3.6055512,,819.4982421875,10.756983947964521,3ec8a7c6-fd61-4d97-b420-29e71e356e7e
gaussian_linear,10⁴,5,SNLE,0.54835,0.0032687187,1.2978294,,27.96396280924479,9.434218853163262,6a6c40b1-50a6-4786-bbfe-85c0c41d07b2
gaussian_mixture,10⁴,6,SNLE,0.67285,0.024024189,1.1585815000000002,,9.493923950195313,8.749418260631357,0aadf0dc-74e5-4e72-8546-fa124d5e1180
lotka_volterra,10⁴,8,REJ-ABC,0.9984,0.52986884,47.431786,,1.2741710662841796,20.087910714986716,4f13468f-2388-4bd1-8e45-a8358333d7d9
bernoulli_glm_raw,10⁵,5,NLE,0.9517,0.43475068,5.2915025,,93.06219075520832,12.46246461127236,09efddaf-8e6b-49fa-b001-272c19a686fc
gaussian_mixture,10⁴,7,SNPE,0.5922,0.00094628334,1.1181204,,18.480074055989586,10.69427165847275,93fae22c-1767-462b-b3fb-7b5fbcfa136b
slcp_distractors,10³,9,SNLE,0.9984,0.7115041,711.5155,,27.12522176106771,,ae06e2dc-3c84-49c4-9f10-4080497ccfa2
gaussian_linear,10³,3,SNRE,0.72175,0.048184276,1.3631511,,11.27528788248698,12.235387777309786,7afd5bca-ec4b-4f09-bbf4-5152eccf5cb2
lotka_volterra,10⁵,4,REJ-ABC,0.9998,0.55480796,,,8.769906616210937,,a54c5c2a-7d86-4130-9618-bc177165f8a2
bernoulli_glm_raw,10⁵,4,REJ-ABC,0.9383,0.124589264,4.0,,0.3545559883117676,10.382773220070364,60c217e9-d4ab-40a0-a287-5bd1dfe8e74d
lotka_volterra,10³,5,NLE,0.98665,0.53579456,25.515488,,6.6805419921875,22.33822826112509,da9382cf-74e0-49d1-b783-8f1a5bbdfc8b
slcp,10⁴,8,SNLE,0.70335,0.020023108,23.854603,,18.763008626302085,13.560247400848127,fd9de2e0-2976-4442-a763-9554c85d52bf
gaussian_linear_uniform,10³,6,REJ-ABC,0.9665,0.28759053,2.2452078,,0.019185439745585123,5.680527494843104,374f63d0-ef31-45a8-beb8-2cd515f373af
gaussian_mixture,10⁴,2,SMC-ABC,0.80875,0.044843435,0.8876086999999999,,0.035342081387837725,10.37184517160007,8d70def5-1ab5-48b6-ae83-c966db91e507
sir,10⁵,5,REJ-ABC,0.7209,0.07410163,29.137604,,4.704195658365887,16.329044913227307,1d189bbb-d9cd-4186-910b-b4ce1ab494d8
bernoulli_glm_raw,10⁵,8,SMC-ABC,0.911,0.1278944,4.1231055,,0.4365015983581543,9.902012715498449,22717b09-eb18-42da-8277-87bd7010fb45
slcp_distractors,10³,8,NPE,0.99325,0.1552397,425.2419,7.951618671417236,0.19437472025553384,,971a77f5-28e8-4e30-9c9e-c67e2fedcc54
bernoulli_glm_raw,10³,3,SNLE,0.99585,0.9602777,3.3166248999999994,,38.55750732421875,12.058190485747163,ef4cb2b1-643d-4edc-834a-ec6c6dc4afec
bernoulli_glm,10³,8,NLE,0.7411,0.20514041,12.011799,,10.688576253255208,10.85527292977142,e9951c46-dd14-495a-acb0-0714cb177c5e
bernoulli_glm_raw,10³,8,NLE,0.87125,0.3425994,3.4641016,,17.883736165364585,10.866096939773557,222ab973-d86e-421f-8e86-6bfb34121f7c
gaussian_linear,10³,6,SMC-ABC,0.84915,0.05476123,1.5537504999999998,,0.017825186252593994,12.175657870048038,1ae5c666-bfd1-4cc4-a713-ec6f9a1978fe
two_moons,10⁵,2,REJ-ABC,0.61215,0.002646327,0.09172064,,0.02235608498255412,inf,6ee2ff21-d763-40e5-98c7-60f35ac3a335
lotka_volterra,10⁴,4,SNRE,0.8441,0.044261396,105.46141,,12.238639322916667,20.344253985706406,7423202f-e3d8-4354-be90-e64278a1efed
gaussian_linear_uniform,10³,10,SNLE,0.6363,0.0119149685,1.4541413,,28.183256022135414,5.479191167515757,7b726639-65d3-4405-a8d1-4edc8ce583cc
sir,10³,5,SMC-ABC,0.91595,0.35776985,54.387497,,0.4381372133890788,17.803179740473553,a38f9e29-6d4c-415f-8e06-5712732342d7
bernoulli_glm_raw,10⁵,7,SNRE,0.56235,0.0036227703,4.8989797,,114.3843994140625,11.860682361068301,2fb97422-85a9-4697-8cc6-b60aa42033ff
gaussian_mixture,10³,1,SNRE,0.7466,0.027736843,0.8830923,,3.0710970560709634,9.27926840136093,097e037f-9091-4fc3-b421-3cf34243b445
sir,10⁴,9,NRE,0.889,0.336977,43.13931,,4.402641296386719,18.333248114612054,34082855-adb7-4d02-abd3-3c47f2df2d44
slcp,10⁴,6,NRE,0.8978,0.02645588,12.261743,,4.2366282145182295,34.218079343178985,f3c79d60-d1d6-4c92-a3a5-7b19ab727d5d
bernoulli_glm_raw,10³,7,NPE,0.8458,0.15212697,4.7958317,3.034836769104004,0.3231862703959147,11.781651832885482,79046d6a-4e8b-48ca-bd9f-9cebac41c07e
lotka_volterra,10³,7,SNPE,1.0,0.69256985,34.343270000000004,,3.767949930826823,19.556237117760183,79f7f92e-bf5c-48ad-9a89-22375bd1112e
lotka_volterra,10³,8,SNRE,0.99995,0.8619179,17.556114,,,21.628079923341627,f15a8b6e-3c79-40b9-a5b4-afce12de1ffc
gaussian_linear_uniform,10³,3,NLE,0.7613,0.07219463599999999,1.6896726999999998,,11.022186279296877,5.784143654688956,deffcc43-c834-4f70-979a-750c55c1f713
gaussian_linear_uniform,10⁵,2,NRE,0.62635,0.021209002,1.4684999,,118.76202799479168,5.83157286924259,f6cc9829-ae57-403d-bdad-2e590aa4f55d
slcp,10⁴,2,NPE,0.9376,0.12390423,24.942814,6.2588605880737305,8.539234415690105,29.28292255483181,70c590e7-17b2-4caa-8e8b-8aa00c1cdd77
sir,10³,7,SMC-ABC,0.9559,0.3968836,57.03069300000001,,0.4919772466023763,19.19128009502466,83beb1e2-78e7-4f76-934e-6f4ddb6b4873
gaussian_mixture,10³,1,SNLE,0.76235,0.07137805,1.1272949,,7.738875325520834,8.671806684129088,d98137d3-3334-48fe-bc58-180bf516808b
gaussian_mixture,10³,3,SNRE,0.7391,0.006958246,0.6669444999999999,,2.9531672159830733,9.535416706981524,a54723e4-7ea6-4802-9e08-67563fe007c0
gaussian_mixture,10³,5,SNRE,0.6988,0.024748206,0.91814685,,3.1796872456868486,11.207007728893194,fa87c54b-52d6-4f02-ad81-982105542a5a
gaussian_linear,10⁴,6,SMC-ABC,0.84575,0.11702907,1.3997008999999998,,0.029643893241882324,13.194718270956173,5547c457-5892-4dc9-b724-306e8fb47c42
gaussian_linear,10³,6,NPE,0.64925,0.03334737,1.4901829,1.6887760162353516,0.2910132726033529,11.682233714785358,09d68bd4-9a98-4ab3-b8a4-aea191d7528b
bernoulli_glm,10³,7,SMC-ABC,0.98945,0.43791026,21.838333,,0.025706183910369874,10.664316044864476,a9ea2883-f678-4ad8-a703-e490622780f2
slcp_distractors,10⁴,5,SNLE,0.90125,0.089969635,896.98,,34.42964274088542,,17ecfc25-16be-46dd-8fd1-a6ddfca99ab4
lotka_volterra,10⁵,4,SNRE,0.9084,0.1427511,126.97319,,231.46056315104167,21.41274198751361,ef282203-8c86-4fc4-917e-664492ae0144
bernoulli_glm,10⁵,6,NRE,0.73835,0.081353545,14.258424,,96.90386555989583,10.865750577345207,6947b06e-f6ce-4028-9dd7-9fa359d95ecd
slcp,10⁵,1,SNPE,0.62845,0.0005233287999999999,19.502052,,670.0548177083333,25.950076621711933,e4ef9297-5c2d-492c-981f-704011c16e20
sir,10⁵,2,NLE,0.7315,0.23319006,26.057629,,52.74652913411458,16.17051398724883,3fcd7683-139b-46d2-9863-d64c0514087e
gaussian_linear_uniform,10⁵,5,SNPE,0.5105,0.0005120039,1.3256952,,419.18304036458335,3.6119744354085226,56e9763e-dd5d-4993-9f3c-f163f4086867
lotka_volterra,10³,2,SMC-ABC,0.99985,0.5536936,,,0.5762659072875976,,09df0b87-4799-4888-890a-d234bd737bdf
lotka_volterra,10⁵,3,SNPE,0.8043,0.13277584,16.344147,,,19.702579734623033,667faa2e-b60c-4a3a-b3b0-5a4f0c9db660
sir,10⁴,4,SNRE,0.71735,0.13125342,30.11644,,5.401310729980469,16.33217060657664,532eb7cd-d4a4-4537-bec0-44bc1e3b5a5c
lotka_volterra,10⁴,2,SNRE,0.81095,0.15753734,14.322361,,,17.946595998268236,0189b834-9ec5-4d73-b174-9adb7fc33176
bernoulli_glm_raw,10³,2,SNLE,0.99725,0.8199787000000001,4.582576,,38.61300455729167,13.448632885608502,2ce5f12c-383a-4cb0-80bf-1308ea96f831
bernoulli_glm,10⁴,10,NRE,0.84035,0.14728796,19.990986,,5.672915140787762,11.108924983772242,7f0b6835-ab89-40ff-8ea3-a66eaa30bf35
two_moons,10⁵,4,SMC-ABC,0.64125,0.00041872263,0.09399094,,0.13063551584879554,inf,5dad99a2-1835-4a75-ab8b-042d539d54b2
bernoulli_glm,10⁵,2,NPE,0.54475,0.009071827,11.811543,5.885233879089356,67.71776123046875,11.705868991703785,4d638005-068c-4b43-b0e1-6ab58680b8bb
gaussian_linear_uniform,10³,6,SMC-ABC,0.9577,0.25497591,2.1142669,,0.021004915237426758,6.068288819632452,08801b2e-cd31-4892-a2e2-0c14f0f1faa6
slcp,10⁴,5,SMC-ABC,0.9531,0.06374121,19.7216,,0.0372780958811442,37.21974210014907,d16a64d0-1b98-4999-acd8-6f794f736077
slcp_distractors,10⁵,7,SNPE,0.73025,0.005414486,1076.1997,,677.5399088541667,,d1246da7-3fac-4c77-914b-5b60b3034624
slcp_distractors,10⁴,6,NLE,0.9684,0.39919245,346.34393,,18.03974609375,,74cf7c1c-21ac-4267-9a14-1aa6385a6971
sir,10⁴,5,NPE,0.5683,0.002567649,24.556059,-9.169816970825195,9.164742024739583,14.890238608885676,0afd9738-a617-46e2-b744-818f2afa7620
gaussian_linear_uniform,10³,7,REJ-ABC,0.9578,0.23209453,2.138762,,0.0183218518892924,5.373508601760413,df29ff9a-f6c4-47ab-b9cb-b8d05c75625d
slcp,10³,5,SNLE,0.88745,0.17473423,23.126915,,14.790641276041667,36.87829468283591,3a9d8874-492e-4ce6-86b9-c3d4aa968029
gaussian_mixture,10⁴,7,SMC-ABC,0.7385,0.018276215,0.7030721,,0.031307435035705565,9.319686853108317,139951b7-376c-4034-a674-91c1bfa0175b
bernoulli_glm,10⁴,1,NLE,0.5931,0.017673492,9.761988,,14.579036458333333,10.391486079304984,565fc513-9906-4c21-89a3-c3b4922b5a95
bernoulli_glm,10⁵,9,SMC-ABC,0.8043,0.08446342,12.513426,,0.4247987429300944,11.001221288723332,714b8a67-effe-4281-9b53-736dfd7c2c37
bernoulli_glm,10⁴,7,NRE,0.828,0.14425164,15.137093,,5.956563313802082,10.35517094894589,a94726df-a459-4e9e-94a8-912e11974d31
bernoulli_glm,10⁴,3,REJ-ABC,0.98665,0.36015877,22.14141,,0.05602763096491496,10.060056420474027,71881109-3ce5-452f-95a3-d1d084804f10
sir,10³,4,SNRE,0.60975,0.011062145,23.811762,,3.3656361897786464,14.979845978341709,dd3beb61-f1ed-4426-8bc3-48725cadb0fe
lotka_volterra,10⁵,5,SNLE,0.60335,0.0078982115,14.946593,,83.65714518229167,16.972570041199976,73bfa7f0-7321-4167-ab64-82386008b091
gaussian_linear,10³,8,NLE,0.7365,0.06834304,1.766976,,10.558258056640623,12.482899020032654,29e76af9-4d2f-420a-bb86-d8462909d238
two_moons,10⁴,8,NLE,0.8096,-0.0011370182,0.10944854,,6.958566284179687,inf,775e69f1-abe1-4ea0-8167-2e13942d40e0
sir,10³,2,REJ-ABC,0.97375,0.5617699,51.58488,,0.4474524815877279,15.975642059343315,54c87912-50ae-4711-b71e-8beed9247b9b
gaussian_mixture,10⁵,6,SNRE,0.5402,0.00026214123,1.1677014,,97.41195475260416,9.111415768003562,b331e13a-9600-4f5f-b2cb-8820c0621933
gaussian_linear_uniform,10³,5,SNLE,0.6281,0.0062048435,1.3517048,,27.57357788085937,5.242333932736852,96a7502a-e417-4816-a4d9-04460d201e1d
sir,10³,3,SNLE,0.8706,0.39140314,40.155945,,7.570093790690104,17.751388596042332,14ec9a0f-da3a-47fb-b024-58ed194ae147
bernoulli_glm_raw,10⁵,5,NRE,0.8602,0.14690060000000002,5.5677643,,77.18992513020834,11.726390005420672,221d81ba-70b6-4bb3-b25a-db8da6dd9d8c
bernoulli_glm,10³,9,SNLE,0.58565,0.005718231,9.547319,,24.04154459635417,11.612225130727587,af044f93-9dd3-4699-aaad-4ffefb2bd27f
slcp,10⁴,3,REJ-ABC,0.96685,0.021673799,24.643139,,0.023000137011210123,39.564147449096865,c3e9ccbd-66fa-4b95-8883-79e6dae043be
slcp_distractors,10³,1,SNPE,0.98995,0.21775663,894.76575,,1.8232500712076825,,269a7290-cf24-4b08-aa38-b39eaa883767
lotka_volterra,10⁴,5,SMC-ABC,0.9978,0.5009595,37.478867,,3.6168980916341145,19.22891657802344,0f9995a7-8a31-4d70-b812-3eb3ec9f91b8
gaussian_linear_uniform,10⁵,10,SNLE,0.50735,0.0003732443,1.3491817,,92.512841796875,3.4086432588557143,fa53020b-6ed9-4669-923a-d729005ec6f3
sir,10⁴,10,NRE,0.63395,0.04087317,27.156948,,3.8055498758951822,14.070413207538984,cc4c3429-47a2-4909-bfb2-596c47b383bd
gaussian_linear_uniform,10⁴,10,NPE,0.5445,0.004564166,1.3601837,0.08604849129915237,5.703527323404948,4.472988054130305,e00e6ad1-883a-4315-ac65-9745e98f3101
slcp,10⁴,8,REJ-ABC,0.9852,0.09813523,24.319767,,0.018900724252065026,36.6645562879982,33198227-46af-4366-a815-7f516ed27303
gaussian_mixture,10⁴,4,NPE,0.62975,0.007689595,0.9767133,0.1767258495092392,6.142122904459637,12.075220061691384,4475d728-6f98-4f3e-a088-ae09964f7b3f
bernoulli_glm,10³,10,SNLE,0.58385,0.011362076,14.886133,,23.98774617513021,11.986884386723359,e1e25923-67e9-4333-a8ba-0d33c223363c
slcp_distractors,10⁴,6,SMC-ABC,0.9814,0.20114744,347.7094,,0.2142757256825765,,0e19d5af-9c4b-4a63-aa37-4b1a1fd45b1a
two_moons,10⁵,4,SNLE,0.519,0.0015848279,0.08958122,,43.57857666015625,inf,07813dde-0fe9-4fb6-a934-522b8bf0ded4
gaussian_linear_uniform,10⁴,8,SNPE,0.5249,0.0012125969,1.3335721,,28.95731404622396,3.824586447152672,57fda2e0-883a-4261-b6c0-bf045472d95b
two_moons,10³,8,SNPE,0.69685,0.0029352903,0.103110984,,2.9591746012369797,inf,cc93d820-8a39-4a15-8831-321e8201c2b1
sir,10⁵,6,SMC-ABC,0.5883,0.025245786,23.398716,,4.7938385009765625,14.949884314258233,110a5a24-af3a-4cb4-a059-185f4885e873
bernoulli_glm_raw,10⁵,4,NLE,0.9534,0.6127528,3.3166248999999994,,158.27088216145833,11.243006293928609,aaddf11a-5613-44fb-a10e-dafd7229f502
slcp,10³,7,SMC-ABC,0.98925,0.08085585,28.472996,,0.0178405483563741,40.12154206089809,44f06380-fb3d-4a02-b624-eb99679e28bd
gaussian_linear_uniform,10³,2,NRE,0.8619,0.088336766,1.7020676,,5.385718282063801,5.427019504570986,d0b29043-2596-4ef0-a111-a56e52d569c7
sir,10⁵,3,NLE,0.6782,0.06243515,21.236761,,31.59848022460937,14.788993014234686,f065854b-6ec2-4fdf-8996-b2c5bd759cdb
gaussian_linear_uniform,10³,10,NLE,0.7042,0.03218162,1.4567347,,10.790306599934897,6.298472736283988,4e51efd8-9eb2-4562-89b7-a3f5230ee060
sir,10³,1,NRE,0.7693,0.17173809,26.057629,,1.6960311889648438,15.894739076956387,60051bcb-c1d7-499c-bcc3-6fa0c3ada1d6
lotka_volterra,10⁴,4,NRE,0.99985,0.56148803,1167.792,,4.275374857584636,25.463413931350427,5efff95d-85b5-4606-9a19-356e7408c86c
two_moons,10⁵,10,REJ-ABC,0.7061,0.0028567314,0.094622195,,0.023137390613555908,inf,930cbb90-27c5-4e76-adc2-d9c59a935726
bernoulli_glm_raw,10³,7,SMC-ABC,0.9941,0.510735,5.196152,,0.02989203532536825,10.104106928499636,4ba95fda-565c-4b62-9838-66f923761e99
slcp,10⁴,1,SMC-ABC,0.9821,0.10392809,18.627373,,0.04393234252929688,36.28013946566539,0fa6b028-7852-4a44-9160-e364fbb13226
bernoulli_glm_raw,10³,10,SMC-ABC,0.998,0.53078175,6.3245554,,0.025859570503234862,9.189446915942607,a42ad56c-60c2-44da-992b-ed5813b309ed
slcp_distractors,10⁵,3,NLE,0.87595,0.08846891,385.18903,,165.33898111979167,,915bec02-9ac9-44a1-89f8-0de28a3044c3
sir,10³,8,NRE,0.85005,0.23935962,42.965103000000006,,1.6849876403808597,19.190061061901886,f9a4096d-55c7-4472-99ff-cea0cfe368ca
bernoulli_glm,10⁴,2,SNPE,0.58455,0.008135795999999999,12.14136,,48.70684407552083,11.79374272844651,9026cd87-fb44-4d15-a469-3a3a9678ad37
slcp_distractors,10³,4,NRE,0.99145,0.33676204,571.04553,,2.9093401590983072,,11f1a11a-d396-4970-a589-d12a8f5b2edc
slcp_distractors,10⁵,5,SMC-ABC,0.981,0.100624084,896.9589,,2.4150286356608075,,09e1293a-6770-4012-b3a5-c87313ef26b4
gaussian_linear_uniform,10⁴,7,NRE,0.65535,0.016695500000000002,1.4257201000000002,,5.829726155598959,6.021736856878401,a8f7af1b-36d6-42b6-8f98-fa8c65f00907
lotka_volterra,10⁴,9,SNLE,0.6771,0.020040512,28.884258000000006,,,16.527961793624232,7da3164a-d355-4cf4-b6d3-f839e77f6eb6
bernoulli_glm_raw,10⁵,6,NLE,0.9795,0.27752578,4.8989797,,82.38905436197916,13.754897920451029,1dad0dc7-dac9-4da0-af4d-e9a8e23af2ca
bernoulli_glm_raw,10³,8,REJ-ABC,0.99525,0.43712354,5.0990195,,0.02402799924214681,10.028870347835381,31cd923a-d034-4906-8664-8dcca6a407b4
gaussian_linear_uniform,10³,4,NRE,0.69745,0.02627337,1.4184275,,5.20521240234375,6.6702187057863584,7c91d3c3-4f3f-4b99-bdf4-7a4d88918f8d
slcp,10³,9,NRE,0.969,0.19513702,7.532045399999999,,2.7534927368164057,34.545003714842444,fdb8fcaf-37b7-49bf-99ba-4e0c5dd3f803
bernoulli_glm_raw,10⁵,6,SMC-ABC,0.9705,0.396572,5.0,,0.4725919405619303,9.472456374860084,1fad8945-5d09-409c-aec9-1adab98860e7
gaussian_linear_uniform,10⁵,2,NLE,0.51135,0.0007543564,1.401553,,26.85616455078125,3.6667469267072175,3645f40f-997f-4923-a676-bf9962b9f274
lotka_volterra,10³,6,SMC-ABC,1.0,0.5710221,,,0.5338677724202474,,1af4846c-8bfe-45af-9b5e-80b2c4e6625a
slcp,10⁵,3,NPE,0.736,0.0010998249,26.774155,3.7004625797271733,61.10115152994792,13.240159568529734,24f15bfa-dd12-4b35-b044-e84c564a0188
sir,10³,3,NLE,0.73535,0.19784367,26.925823,,4.319370524088542,16.919007764247226,781b1e91-1675-4452-9c2e-48593a9f15e6
two_moons,10⁵,9,NLE,0.599,-0.0019809604,0.08960968,,21.95399576822917,inf,bbb3c09a-dfed-4fb8-a04e-a8da3d994215
sir,10⁴,8,SNRE,0.61535,0.014386773,22.561028,,5.385196431477865,16.414603858235207,a738aa88-f95c-4388-84b5-e3bfb3e18ddd
